Filename;Annotation tag;Lower right corner X;Lower right corner Y;Occluded,On another road;Origin file;Origin frame number;Origin track;Origin track frame number;Upper left corner X;Upper left corner Y
negativePics/nosign00720.png;;;;;;;;;;
negativePics/nosign02423.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1331866552.avi_image13.png;signalAhead;395.0;221.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;6591.0;signalAhead_1331866552.avi;67.0;359.0;185.0
negativePics/nosign09919.png;;;;;;;;;;
negativePics/nosign07496.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333395189.avi_image9.png;speedLimit35;791.0;179.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;11052.0;speedLimit35_1333395189.avi;47.0;761.0;143.0
negativePics/nosign07167.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395398.avi_image6.png;pedestrianCrossing;856.0;144.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;15751.0;pedestrianCrossing_1333395398.avi;32.0;818.0;105.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333392807.avi_image8.png;stop;886.0;208.0;1,1;aiua120306-0/DataLog02142012_002_external_camera.avi;33038.0;stop_1333392807.avi;42.0;840.0;162.0
negativePics/nosign02643.png;;;;;;;;;;
negativePics/nosign09832.png;;;;;;;;;;
negativePics/nosign00316.png;;;;;;;;;;
negativePics/nosign06672.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333395647.avi_image0.png;speedLimit35;755.0;185.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;20127.0;speedLimit35_1333395647.avi;2.0;734.0;160.0
negativePics/nosign04345.png;;;;;;;;;;
negativePics/nosign00440.png;;;;;;;;;;
negativePics/nosign11510.png;;;;;;;;;;
negativePics/nosign09217.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/pedestrianCrossing_1333389971.avi_image16.png;pedestrianCrossing;607.0;167.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;15544.0;pedestrianCrossing_1333389971.avi;82.0;565.0;124.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1333394329.avi_image5.png;signalAhead;861.0;207.0;0,1;aiua120306-0/DataLog02142012_002_external_camera.avi;59440.0;signalAhead_1333394329.avi;27.0;818.0;161.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333395647.avi_image4.png;speedLimit35;844.0;168.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;20147.0;speedLimit35_1333395647.avi;22.0;815.0;132.0
negativePics/nosign09420.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/keepRight_1330547092.avi_image15.png;keepRight;315.0;249.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;30158.0;keepRight_1330547092.avi;242.0;292.0;220.0
negativePics/nosign06477.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/signalAhead_1333397203.avi_image19.png;signalAhead;823.0;186.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;46369.0;signalAhead_1333397203.avi;97.0;779.0;140.0
negativePics/nosign01333.png;;;;;;;;;;
negativePics/nosign02924.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/school_1333396540.avi_image10.png;school;963.0;179.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;36724.0;school_1333396540.avi;52.0;928.0;144.0
negativePics/nosign06352.png;;;;;;;;;;
negativePics/nosign04784.png;;;;;;;;;;
negativePics/nosign05740.png;;;;;;;;;;
negativePics/nosign03678.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/rampSpeedAdvisory20_1333392327.avi_image8.png;rampSpeedAdvisory20;925.0;204.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;22584.0;rampSpeedAdvisory20_1333392327.avi;42.0;874.0;139.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/signalAhead_1333397203.avi_image9.png;signalAhead;704.0;201.0;1,0;aiua120306-1/DataLog02142012_003_external_camera.avi;46319.0;signalAhead_1333397203.avi;47.0;680.0;177.0
negativePics/nosign02670.png;;;;;;;;;;
negativePics/nosign06910.png;;;;;;;;;;
negativePics/nosign02772.png;;;;;;;;;;
negativePics/nosign09952.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333396118.avi_image7.png;pedestrianCrossing;975.0;78.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;28261.0;pedestrianCrossing_1333396118.avi;37.0;912.0;14.0
negativePics/nosign03593.png;;;;;;;;;;
negativePics/nosign09461.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/signalAhead_1330546886.avi_image5.png;signalAhead;607.0;201.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;25000.0;signalAhead_1330546886.avi;27.0;583.0;172.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1331866552.avi_image9.png;signalAhead;419.0;237.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;6571.0;signalAhead_1331866552.avi;47.0;392.0;211.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit30_1333396701.avi_image11.png;speedLimit30;821.0;168.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;39882.0;speedLimit30_1333396701.avi;57.0;781.0;118.0
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit_1331866517.avi_image5.png;speedLimit35;833.0;209.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;5735.0;speedLimit_1331866517.avi;27.0;815.0;188.0
negativePics/nosign07543.png;;;;;;;;;;
negativePics/nosign01792.png;;;;;;;;;;
negativePics/nosign02254.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333388384.avi_image14.png;stop;619.0;183.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;5116.0;stop_1333388384.avi;86.0;583.0;146.0
negativePics/nosign03538.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333394846.avi_image10.png;doNotEnter;215.0;207.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;3861.0;stop_1333394846.avi;52.0;194.0;180.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/keepRight_1333393550.avi_image3.png;keepRight;455.0;256.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;48292.0;keepRight_1333393550.avi;17.0;434.0;231.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yieldAhead_1333395674.avi_image6.png;yield;511.0;205.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;20746.0;yieldAhead_1333395674.avi;32.0;498.0;191.0
negativePics/nosign09766.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1331866552.avi_image9.png;signalAhead;642.0;228.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;6571.0;signalAhead_1331866552.avi;47.0;616.0;203.0
negativePics/nosign06912.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/laneEnds_1333395460.avi_image7.png;laneEnds;630.0;191.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;16908.0;laneEnds_1333395460.avi;163.0;597.0;157.0
negativePics/nosign02850.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image3.png;stop;881.0;239.0;0,1;aiua120214-0/DataLog02142012_external_camera.avi;3191.0;stop_1330545935.avi;17.0;862.0;212.0
negativePics/nosign00975.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333388449.avi_image4.png;stop;598.0;198.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;6527.0;stop_1333388449.avi;26.0;580.0;179.0
negativePics/nosign08014.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333397469.avi_image14.png;stop;539.0;255.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;51414.0;stop_1333397469.avi;128.0;523.0;239.0
negativePics/nosign05687.png;;;;;;;;;;
negativePics/nosign11489.png;;;;;;;;;;
negativePics/nosign03893.png;;;;;;;;;;
negativePics/nosign04744.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/signalAhead_1330546886.avi_image0.png;signalAhead;521.0;205.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;24975.0;signalAhead_1330546886.avi;2.0;501.0;182.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333388449.avi_image0.png;stop;600.0;202.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;6503.0;stop_1333388449.avi;2.0;584.0;186.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395786.avi_image21.png;pedestrianCrossing;1023.0;151.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;22064.0;pedestrianCrossing_1333395786.avi;107.0;914.0;40.0
negativePics/nosign10837.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333397574.avi_image12.png;stop;834.0;202.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;53151.0;stop_1333397574.avi;62.0;804.0;171.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330547485.avi_image2.png;speedLimit35;798.0;200.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;38896.0;speedLimit_1330547485.avi;12.0;776.0;173.0
negativePics/nosign04021.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333388413.avi_image13.png;stop;796.0;194.0;1,0;aiua120306-0/DataLog02142012_002_external_camera.avi;5719.0;stop_1333388413.avi;67.0;741.0;140.0
vid8/frameAnnotations-MVI_0120.MOV_annotations/signalAhead_1324866245.avi_image2.png;signalAhead;231.0;256.0;0,0;vid8/MVI_0120.MOV;3512.0;signalAhead_1324866245.avi;12.0;208.0;232.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395948.avi_image6.png;pedestrianCrossing;959.0;174.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;25031.0;pedestrianCrossing_1333395948.avi;32.0;895.0;108.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stopAhead_1333396732.avi_image14.png;stopAhead;855.0;164.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;40615.0;stopAhead_1333396732.avi;72.0;774.0;83.0
negativePics/nosign00551.png;;;;;;;;;;
negativePics/nosign00671.png;;;;;;;;;;
negativePics/nosign01316.png;;;;;;;;;;
negativePics/nosign03709.png;;;;;;;;;;
negativePics/nosign02926.png;;;;;;;;;;
negativePics/nosign09859.png;;;;;;;;;;
negativePics/nosign03130.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/keepRight_1333393709.avi_image16.png;keepRight;344.0;258.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;50354.0;keepRight_1333393709.avi;82.0;305.0;208.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit_1333392910.avi_image10.png;speedLimit25;904.0;192.0;1,0;aiua120306-0/DataLog02142012_002_external_camera.avi;35245.0;speedLimit_1333392910.avi;52.0;855.0;134.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395741.avi_image12.png;pedestrianCrossing;666.0;215.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;21387.0;pedestrianCrossing_1333395741.avi;62.0;628.0;177.0
negativePics/nosign04741.png;;;;;;;;;;
negativePics/nosign02665.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/addedLane_1333391709.avi_image9.png;addedLane;967.0;146.0;0,1;aiua120306-0/DataLog02142012_002_external_camera.avi;19773.0;addedLane_1333391709.avi;47.0;913.0;71.0
negativePics/nosign04760.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546821.avi_image2.png;signalAhead;721.0;231.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;23419.0;pedestrianCrossing_1330546821.avi;12.0;704.0;213.0
negativePics/nosign05059.png;;;;;;;;;;
negativePics/nosign02809.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395797.avi_image4.png;pedestrianCrossing;335.0;224.0;1,0;aiua120306-1/DataLog02142012_003_external_camera.avi;22143.0;pedestrianCrossing_1333395797.avi;22.0;300.0;188.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1333389628.avi_image12.png;signalAhead;461.0;221.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;13160.0;signalAhead_1333389628.avi;62.0;429.0;187.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333396743.avi_image22.png;stop;827.0;181.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;40811.0;stop_1333396743.avi;112.0;783.0;137.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/turnRight_1333397687.avi_image17.png;turnRight;717.0;202.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;54933.0;turnRight_1333397687.avi;189.0;687.0;171.0
negativePics/nosign10114.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit_1331866345.avi_image26.png;yield;895.0;211.0;0,1;aiua120214-2/DataLog02142012_002_external_camera.avi;2103.0;speedLimit_1331866345.avi;210.0;852.0;173.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1333389628.avi_image15.png;signalAhead;402.0;219.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;13175.0;signalAhead_1333389628.avi;77.0;364.0;181.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/speedLimit65_1333391784.avi_image4.png;speedLimit65;662.0;208.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;20328.0;speedLimit65_1333391784.avi;22.0;643.0;185.0
negativePics/nosign09216.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330547262.avi_image0.png;speedLimit45;203.0;164.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;33520.0;speedLimit_1330547262.avi;2.0;159.0;111.0
aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/signalAhead_1331865987.avi_image2.png;signalAhead;569.0;225.0;0,0;aiua120214-1/DataLog02142012_001_external_camera.avi;19511.0;signalAhead_1331865987.avi;68.0;545.0;201.0
negativePics/nosign01841.png;;;;;;;;;;
negativePics/nosign05762.png;;;;;;;;;;
negativePics/nosign07560.png;;;;;;;;;;
negativePics/nosign05871.png;;;;;;;;;;
negativePics/nosign10820.png;;;;;;;;;;
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333388413.avi_image11.png;stop;737.0;193.0;1,0;aiua120306-0/DataLog02142012_002_external_camera.avi;5709.0;stop_1333388413.avi;57.0;689.0;143.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yield_1333395789.avi_image15.png;yield;218.0;75.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;22098.0;yield_1333395789.avi;77.0;146.0;5.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333397469.avi_image17.png;stop;619.0;252.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;51441.0;stop_1333397469.avi;155.0;599.0;232.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/dip_1333396129.avi_image5.png;dip;706.0;157.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;28464.0;dip_1333396129.avi;27.0;665.0;115.0
negativePics/nosign00480.png;;;;;;;;;;
negativePics/nosign00914.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image3.png;pedestrianCrossing;116.0;161.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4938.0;pedestrianCrossing_1330546021.avi;32.0;91.0;137.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/keepRight_1333393691.avi_image10.png;keepRight;455.0;258.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;49918.0;keepRight_1333393691.avi;52.0;440.0;240.0
negativePics/nosign05413.png;;;;;;;;;;
negativePics/nosign05299.png;;;;;;;;;;
negativePics/nosign01027.png;;;;;;;;;;
negativePics/nosign03096.png;;;;;;;;;;
negativePics/nosign11129.png;;;;;;;;;;
negativePics/nosign10562.png;;;;;;;;;;
negativePics/nosign03732.png;;;;;;;;;;
vid9/frameAnnotations-MVI_0121.MOV_annotations/pedestrianCrossing_1324866507.avi_image2.png;pedestrianCrossing;505.0;247.0;0,0;vid9/MVI_0121.MOV;1340.0;pedestrianCrossing_1324866507.avi;12.0;480.0;220.0
negativePics/nosign05964.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333397469.avi_image10.png;stop;421.0;249.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;51378.0;stop_1333397469.avi;92.0;406.0;233.0
negativePics/nosign03966.png;;;;;;;;;;
negativePics/nosign05281.png;;;;;;;;;;
negativePics/nosign04396.png;;;;;;;;;;
negativePics/nosign05984.png;;;;;;;;;;
negativePics/nosign09998.png;;;;;;;;;;
negativePics/nosign04795.png;;;;;;;;;;
negativePics/nosign03225.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/laneEnds_1331866559.avi_image11.png;laneEnds;337.0;169.0;0,0;aiua120214-2/DataLog02142012_002_external_camera.avi;6718.0;laneEnds_1331866559.avi;57.0;284.0;117.0
negativePics/nosign00215.png;;;;;;;;;;
negativePics/nosign08700.png;;;;;;;;;;
aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1331867282.avi_image7.png;stop;996.0;175.0;1,0;aiua120214-2/DataLog02142012_002_external_camera.avi;23113.0;stop_1331867282.avi;37.0;938.0;118.0
negativePics/nosign03216.png;;;;;;;;;;
aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/addedLane_1331865464.avi_image0.png;addedLane;406.0;194.0;0,0;aiua120214-1/DataLog02142012_001_external_camera.avi;8875.0;addedLane_1331865464.avi;2.0;347.0;129.0
negativePics/nosign08153.png;;;;;;;;;;
negativePics/nosign00820.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit45_1333397322.avi_image2.png;speedLimit45;629.0;212.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;49070.0;speedLimit45_1333397322.avi;12.0;615.0;194.0
negativePics/nosign10670.png;;;;;;;;;;
negativePics/nosign05385.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333395007.avi_image9.png;speedLimit35;766.0;195.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;6660.0;speedLimit35_1333395007.avi;47.0;740.0;164.0
negativePics/nosign02319.png;;;;;;;;;;
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/signalAhead_1333397203.avi_image20.png;signalAhead;843.0;181.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;46374.0;signalAhead_1333397203.avi;102.0;795.0;132.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333397539.avi_image2.png;speedLimit35;691.0;222.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;52720.0;speedLimit35_1333397539.avi;12.0;673.0;199.0
negativePics/nosign01985.png;;;;;;;;;;
vid11/frameAnnotations-MVI_0123.MOV_annotations/signalAhead_1324867127.avi_image4.png;signalAhead;400.0;262.0;0,0;vid11/MVI_0123.MOV;1702.0;signalAhead_1324867127.avi;22.0;381.0;245.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333392856.avi_image17.png;stop;730.0;189.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;34101.0;stop_1333392856.avi;87.0;694.0;155.0
aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1333389628.avi_image13.png;signalAhead;443.0;219.0;0,0;aiua120306-0/DataLog02142012_002_external_camera.avi;13165.0;signalAhead_1333389628.avi;67.0;409.0;184.0
negativePics/nosign03037.png;;;;;;;;;;
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/signalAhead_1330546728.avi_image3.png;signalAhead;586.0;187.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;21179.0;signalAhead_1330546728.avi;17.0;574.0;175.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395918.avi_image12.png;pedestrianCrossing;854.0;153.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;24364.0;pedestrianCrossing_1333395918.avi;62.0;782.0;79.0
aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/turnRight_1333397687.avi_image14.png;turnRight;707.0;208.0;0,0;aiua120306-1/DataLog02142012_003_external_camera.avi;54900.0;turnRight_1333397687.avi;156.0;677.0;179.0
negativePics/nosign04556.png;;;;;;;;;;
negativePics/nosign07917.png;;;;;;;;;;
negativePics/nosign00175.png;;;;;;;;;;
negativePics/nosign03157.png;;;;;;;;;;
negativePics/nosign06758.png;;;;;;;;;;
